mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_13712,CC1OC1CCCO,5.80781,0.75955,0.72313,2.854,72.45,-0.2579,0.0785,0.3364,1588.7178,0.175072,-386.11956,-386.109929,-386.108985,-386.154798,33.734,-1823.851143446,-1835.582424201,-1846.844955733,-1692.208540372
gdb_44976,N=C1CC2CC2(O1)C#N,3.39007,1.31897,1.09827,3.4591,71.98,-0.272,0.0008,0.2728,1081.9489,0.113556,-416.822853,-416.81544,-416.814496,-416.855018,28.253,-1573.969529538,-1582.6498615351,-1590.946785533,-1471.024168052
gdb_30970,CNc1c(oc(=O)o1)O,2.43692,1.45583,0.94625,5.0466,61.69,-0.2074,0.0342,0.2416,1172.4381,0.099971,-510.990301,-510.981824,-510.98088,-511.023957,30.098,-1417.9638895391,-1425.086744198,-1432.790672191,-1322.179660761
gdb_102663,OCC(CO)CC1CN1,3.1873,0.82565,0.69126,2.4417,78.74,-0.2466,0.06,0.3066,1638.0381,0.193991,-441.444164,-441.433992,-441.433047,-441.47986,37.2,-1974.7482326761,-1987.91713655,-2000.364405074,-1827.272322514
gdb_9903,CCC#CC1(CC1)O,4.75116,0.88612,0.84615,1.6492,78.78,-0.2282,0.0434,0.2715,1439.2263,0.151715,-347.76445,-347.755244,-347.7543,-347.799298,33.117,-1738.0348951331,-1748.2563892341,-1758.332928756,-1619.7745489931
gdb_1911,CC12CC(O)C1N2,5.99311,2.09496,1.84293,2.6597,60.73,-0.2454,0.0697,0.3151,728.2412,0.136955,-325.736331,-325.729427,-325.728483,-325.766735,26.283,-1475.633849166,-1485.521508479,-1494.4126835,-1370.089345402
gdb_51964,C1CC1C(=O)COC=O,5.20144,0.76557,0.72021,6.2,71.83,-0.2647,-0.034,0.2306,1549.5919,0.13391,-458.985828,-458.976721,-458.975776,-459.021093,31.744,-1700.0944459751,-1709.488883214,-1718.971171713,-1585.827567111
gdb_89830,CN1CC2(CC2)NC1=O,3.26562,1.28732,1.02062,3.7942,77.57,-0.2257,0.0616,0.2872,1199.6253,0.160436,-419.243196,-419.234638,-419.233694,-419.276327,32.399,-1837.0533052971,-1848.5693504651,-1859.238258483,-1707.972193961
gdb_111653,CCC1C2COC(=O)C12,2.28334,1.55332,1.21755,4.4019,74.71,-0.261,0.0104,0.2714,1112.744,0.160539,-423.065358,-423.057129,-423.056184,-423.098543,31.065,-1886.3334695941,-1898.056592732,-1908.724873241,-1757.6464339101
gdb_6063,CC(=[NH2+])NCC([O-])=O,5.04672,1.03159,0.86594,7.5854,64.74,-0.2455,0.0078,0.2533,1267.4784,0.129228,-417.111817,-417.102873,-417.101929,-417.146017,31.4,-1522.126618485,-1530.733531929,-1539.624079441,-1415.958370775
gdb_19551,CCC12C3CC1CN23,4.01839,1.7458,1.61886,1.7062,74.61,-0.2301,0.0879,0.318,901.2177,0.166786,-327.867424,-327.860205,-327.85926,-327.898845,28.202,-1790.3810684041,-1802.7379756321,-1813.40688365,-1663.2326847881
gdb_79964,CC1C2C=CC(C)C12O,1.83008,1.73191,1.54937,1.3401,83.09,-0.2227,0.0182,0.2409,1073.3724,0.18192,-387.086876,-387.077856,-387.076912,-387.119669,35.575,-2036.1694411051,-2049.1739376211,-2061.028837649,-1894.1214837931
gdb_73849,CC1=C(C=CCCC1)C,2.28581,1.4816,0.96434,0.4604,97.35,-0.2005,-0.0051,0.1954,1309.609,0.206568,-351.182179,-351.172666,-351.171722,-351.21637,36.276,-2232.3061641811,-2246.7790317571,-2259.819923795,-2078.020526351
gdb_73359,CC12CCN3C(CO1)C23,2.50231,1.97744,1.61086,0.4301,76.89,-0.2301,0.0872,0.3173,944.3864,0.173088,-403.140095,-403.132705,-403.131761,-403.171557,30.165,-1920.960671232,-1934.098827165,-1945.360731188,-1784.454873408
gdb_59667,CC(C)C1OCC11CC1,2.63227,1.21248,1.09302,1.6499,85.48,-0.2387,0.074,0.3127,1279.6033,0.204494,-388.263686,-388.253963,-388.253019,-388.298148,36.757,-2146.7766874811,-2161.1171506581,-2174.158042696,-1992.4050809181
gdb_65920,CC1(CCO1)C1COC1,2.80954,1.31847,1.12884,3.122,77.26,-0.2396,0.0676,0.3072,1176.3206,0.182101,-424.188027,-424.179049,-424.178104,-424.222191,33.223,-1962.966751201,-1975.9969755861,-1987.8512481051,-1821.523085056
gdb_94101,OC1CCC(NC=O)=C1,4.0594,0.93232,0.82115,2.7045,78.85,-0.2265,-0.013,0.2135,1381.6541,0.148435,-439.125211,-439.116449,-439.115505,-439.159484,32.195,-1775.287594427,-1785.787075015,-1795.862987028,-1653.6606625021
gdb_86469,CC1CC(C1)(C#C)C#N,2.29078,1.30373,0.96257,4.2993,82.92,-0.2774,0.0132,0.2906,1268.3729,0.145983,-364.784992,-364.775767,-364.774822,-364.818992,34.424,-1835.148815482,-1845.3590144211,-1855.434298925,-1713.8626209441
gdb_6149,CC1(CN(C1)C=O)C,4.55964,1.18057,1.16733,4.3713,74.27,-0.2383,0.0289,0.2673,1120.5531,0.164373,-365.082965,-365.074123,-365.073178,-365.1175,31.621,-1788.95913301,-1800.296965622,-1810.96587364,-1663.5087887481
gdb_6883,CC1(O)C(O)C1C=O,2.67832,1.59259,1.3353,3.6072,63.11,-0.2423,-0.0221,0.2202,977.9841,0.126956,-420.861814,-420.852977,-420.852033,-420.894887,32.099,-1526.122595797,-1534.797280213,-1543.687827725,-1419.60733561
gdb_42562,O=C1C2C3C(N13)C21CO1,3.42611,1.64012,1.36284,5.1955,65.13,-0.2553,-0.0053,0.25,916.4674,0.100736,-436.609186,-436.602651,-436.601707,-436.640154,25.706,-1452.1625025301,-1460.505234685,-1468.209162678,-1355.203576904
gdb_105306,CCC1(CC2CC12)C#C,2.31701,1.46432,1.12092,0.5587,88.05,-0.2472,0.0555,0.3028,1196.1536,0.18129,-349.894879,-349.885743,-349.884799,-349.928258,35.77,-2052.365448395,-2065.2977813761,-2077.152681404,-1910.9412350291
gdb_83354,OC1C2CCC1(O)C=C2,2.20895,2.00737,1.60232,1.7068,74.13,-0.2404,0.0182,0.2585,939.3483,0.16081,-423.032072,-423.024328,-423.023384,-423.063512,31.939,-1865.4462050201,-1877.4736700231,-1888.142578041,-1735.664166131
gdb_30634,CCC(=O)n1ccnc1,4.51425,1.04423,0.85699,2.1346,75.64,-0.2425,-0.0446,0.1979,1318.3111,0.136905,-418.075604,-418.067248,-418.066303,-418.109317,30.15,-1732.230436883,-1742.096133381,-1751.57842188,-1616.885497557
gdb_124073,c1c(con1)C2COC2,4.99468,0.95145,0.90457,1.7368,69.66,-0.2574,-0.0209,0.2364,1267.0828,0.125711,-437.848126,-437.840653,-437.839709,-437.882008,26.731,-1601.7568830761,-1611.288117277,-1620.1780372801,-1493.255556904
gdb_23604,ON=C1CCC1C1CO1,2.93273,1.06284,0.8166,1.247,76.36,-0.2479,-0.0001,0.2477,1373.1613,0.146184,-439.004656,-438.995797,-438.994853,-439.039249,32.242,-1699.6382469321,-1710.0768591471,-1720.15277116,-1578.212117887
gdb_54165,CC1(NC1C#C)C(N)=O,3.20546,1.10429,0.97444,3.7391,76.87,-0.2479,0.0019,0.2498,1238.1024,0.134121,-417.988535,-417.978898,-417.977954,-418.022863,35.434,-1677.5938557621,-1686.6557132311,-1696.138629239,-1562.634834471
gdb_71907,CC12CC3CC(C1)C3O2,3.12992,1.68353,1.60418,1.2082,80.14,-0.2461,0.0841,0.3302,964.2146,0.185824,-387.111252,-387.104291,-387.103346,-387.141995,30.028,-2051.465600489,-2065.7621380361,-2077.616410555,-1908.1312497271
gdb_112468,COC1OC(=O)NC=C1,2.59368,1.5263,1.06804,3.4749,68.16,-0.2338,-0.0047,0.2291,1112.6963,0.124843,-475.066978,-475.058715,-475.057771,-475.100439,30.019,-1602.4126299811,-1611.447504563,-1620.337424566,-1493.391098848
gdb_65867,CC1(CNC(=O)C1)C=O,2.60243,1.27436,1.15814,3.8015,72.39,-0.2455,-0.0342,0.2113,1143.2494,0.147246,-439.146514,-439.137695,-439.136751,-439.180434,32.469,-1788.6554186541,-1799.119131229,-1809.195043242,-1666.806976052
gdb_6768,CCCCCC(=O)N,7.14391,0.65003,0.61155,3.3671,76.28,-0.2425,0.0362,0.2788,1842.9776,0.187074,-366.313858,-366.303407,-366.302463,-366.350902,35.934,-1933.503948633,-1945.6092247521,-1957.464752289,-1796.2570626801
gdb_14805,C#CC1CCC1C#N,2.58995,2.09649,1.31965,4.0462,70.95,-0.2705,0.0186,0.289,923.9894,0.118577,-325.495818,-325.488105,-325.48716,-325.528102,28.251,-1557.880198778,-1566.3729055841,-1574.669829582,-1458.015278973
gdb_51742,O=COC1CCC11CO1,2.95034,1.09789,0.88427,3.474,70.69,-0.2705,0.0034,0.2738,1296.7654,0.134362,-458.949135,-458.940671,-458.939727,-458.983366,30.486,-1677.0692582381,-1686.8671837641,-1696.350099772,-1562.153535068
gdb_15185,CCCOCC1CC1,8.3102,0.67935,0.65905,0.7696,80.38,-0.2475,0.0922,0.3396,1789.6618,0.199038,-350.188449,-350.178749,-350.177805,-350.223968,34.257,-2003.412843796,-2016.878559427,-2029.327082969,-1858.831632651
gdb_6934,CCCC1OC1(C)C,4.82608,0.94529,0.88284,1.6692,79.6,-0.2538,0.0917,0.3455,1431.9678,0.197534,-350.207384,-350.197375,-350.196431,-350.242338,36.182,-2015.294726711,-2028.5665420611,-2041.015065603,-1870.3589729811
gdb_61941,CC(CC#N)OCC#C,2.15838,0.98354,0.71877,4.4428,78.98,-0.2653,0.0231,0.2884,1552.7554,0.144045,-401.918535,-401.908209,-401.907265,-401.955237,35.931,-1782.272397106,-1791.791081127,-1801.86699314,-1662.4257082141
gdb_69781,CC12CC3(O)CC3C1N2,3.11188,1.42902,1.17151,1.8915,77.78,-0.2294,0.0686,0.298,1108.2267,0.171326,-403.117961,-403.109758,-403.108814,-403.149999,33.399,-1907.071387026,-1919.699378142,-1930.961282165,-1770.927034386
gdb_72603,CC12CCC1(C)C1OC21,2.06317,1.86487,1.60514,1.7685,81.18,-0.2484,0.0905,0.3389,1015.1554,0.181497,-387.053007,-387.044434,-387.04349,-387.085467,33.989,-2014.916338784,-2028.2013318231,-2040.056231851,-1872.6594209751
gdb_56723,OC(C#N)C1(CC1)C#N,2.0682,1.38723,1.25014,4.8462,69.85,-0.3122,-0.0094,0.3028,1096.17,0.111579,-416.809924,-416.801014,-416.800069,-416.843986,31.798,-1565.8564656771,-1573.597416701,-1581.89371319,-1464.101488764
gdb_79734,CC12CC3CC3C1C2O,2.42279,1.6889,1.34861,1.5397,81.17,-0.2288,0.0715,0.3003,1062.7499,0.183509,-387.065894,-387.0576,-387.056656,-387.098022,33.61,-2023.0030472671,-2036.4631153171,-2048.318015345,-1880.5377964701
gdb_100457,[NH3+]CC(O)C#CC([O-])=O,4.11451,0.63071,0.58396,21.512,80.62,-0.161,-0.0492,0.1118,1833.9558,0.122793,-474.923172,-474.913235,-474.912291,-474.960489,33.799,-1512.1730707271,-1520.1574952431,-1529.0474152461,-1405.5712142981
gdb_82710,CC1C2CN3C2C1C3=O,2.3243,2.08951,1.60146,4.029,74.5,-0.2311,-0.006,0.2251,918.5001,0.149321,-401.920456,-401.913295,-401.912351,-401.95183,28.565,-1783.477841895,-1794.9825919011,-1805.058503914,-1660.287785051
gdb_54507,CC(=O)C12NC1CC=C2,3.15272,1.41289,1.12386,2.6911,78.24,-0.241,-0.0218,0.2192,1109.8651,0.147825,-401.956972,-401.948837,-401.947893,-401.98976,31.111,-1806.391960539,-1817.285516779,-1827.361428792,-1684.089201421
gdb_93102,CC1OC=NCC1(C)O,2.1909,1.76594,1.26463,1.7295,74.73,-0.2408,0.0245,0.2653,1070.8194,0.170297,-440.305533,-440.296319,-440.295375,-440.338801,35.146,-1888.0986524111,-1900.0916044191,-1911.353508442,-1752.470112169
gdb_29516,Cc1coc2c1NCC2,3.0344,1.55356,1.0527,1.4506,79.32,-0.1786,0.0291,0.2078,1132.4485,0.150261,-401.96882,-401.961017,-401.960073,-402.001102,29.841,-1813.8266871711,-1824.9285763991,-1835.004488412,-1691.206408499
gdb_53572,CC#CCC1CC(=O)C1,4.88202,0.64975,0.59258,2.977,85.2,-0.2403,-0.0188,0.2215,1854.3343,0.156384,-385.879893,-385.869885,-385.868941,-385.917658,34.791,-1906.628365672,-1917.2357778081,-1927.904685826,-1781.0713448801
gdb_81871,CN1C2CC2(C)CC1=O,2.87432,1.4184,1.09623,3.6048,80.2,-0.2257,0.0317,0.2574,1167.1737,0.171217,-403.189878,-403.181066,-403.180122,-403.223068,33.512,-1952.1999517791,-1964.445789914,-1975.707693937,-1816.778489507
gdb_102463,CCC(CC)C(=O)NC,2.43236,0.95759,0.84621,3.2548,86.98,-0.2378,0.0368,0.2745,1562.6233,0.215669,-405.595126,-405.583435,-405.582491,-405.633085,40.896,-2205.8114791831,-2219.8049298831,-2233.438817926,-2046.6406837881
gdb_121876,CCCCC(O)C(N)=O,3.73708,0.64552,0.58542,3.9466,79.99,-0.258,0.02,0.278,1949.9061,0.192209,-441.532066,-441.520928,-441.519984,-441.569325,39.555,-2029.9075287941,-2042.4702589741,-2054.9181550071,-1883.412415199
gdb_10875,OC1C2CC1(O)C2=O,3.24094,2.02955,1.62519,2.0155,57.81,-0.2416,-0.0029,0.2387,801.1298,0.105789,-419.63043,-419.622983,-419.622039,-419.66199,27.684,-1381.2696732551,-1389.039489693,-1396.744045195,-1287.175953723
gdb_93765,CC1OCC(C)=CC1=O,2.9111,1.31863,0.94241,3.649,80.94,-0.2288,-0.0495,0.1793,1259.2818,0.158172,-423.064951,-423.05595,-423.055006,-423.098658,33.372,-1886.0780734311,-1897.3167596211,-1907.985667639,-1757.7185974451
gdb_70704,CC12OC1CCOC2=N,2.30527,1.93183,1.23493,3.5848,73.28,-0.2651,0.0025,0.2676,1036.1505,0.148353,-439.088318,-439.080263,-439.079319,-439.120855,30.922,-1752.1369048901,-1763.0800343411,-1773.155946354,-1629.4206173411
gdb_9194,COC(=O)NCC#C,5.69756,0.96096,0.91692,2.0614,64.58,-0.2583,0.0326,0.291,1265.773,0.116829,-399.800895,-399.791764,-399.79082,-399.836064,30.806,-1475.9670564451,-1483.568700471,-1491.866251978,-1377.400452761
gdb_95301,CC1CCC2CCC1C2,2.45503,1.59846,1.38905,0.0537,90.14,-0.2823,0.0719,0.3542,1114.8967,0.233895,-352.396335,-352.388323,-352.387379,-352.428182,33.823,-2366.3483616711,-2383.5402257441,-2397.767109792,-2197.2208809731
gdb_116772,CCN=COC(C)CC,2.89178,0.70373,0.63418,2.7173,91.09,-0.2406,0.0329,0.2734,1935.9745,0.214405,-405.55961,-405.548191,-405.547247,-405.597226,40.589,-2183.524869539,-2197.689002687,-2211.32289073,-2024.138838557
gdb_49884,N=CN1CC(=O)NC1=N,2.71775,1.43118,0.94299,2.1005,72.14,-0.2448,-0.0185,0.2263,1158.535,0.114949,-450.191067,-450.183211,-450.182266,-450.223833,28.989,-1507.476165862,-1515.877256354,-1524.173552843,-1404.291723447
gdb_32434,CNc1c[nH]c(c1O)N,3.07081,1.21693,0.92896,1.6684,75.96,-0.1784,0.0503,0.2287,1266.9172,0.148776,-435.275801,-435.266261,-435.265317,-435.310488,34.924,-1708.909064898,-1718.919715975,-1728.995627988,-1587.181731533
gdb_83716,CN1C2COC2CC1=O,2.73144,1.64466,1.1783,3.618,72.57,-0.2427,0.0296,0.2724,1055.6762,0.149037,-439.113737,-439.105764,-439.10482,-439.146554,29.64,-1768.0875561611,-1779.08214135,-1789.158053363,-1645.546971132
gdb_25158,N=C1OC=CN1CC#C,3.38594,1.221,0.93516,2.8908,73.81,-0.1945,0.0267,0.2212,1191.2232,0.11205,-416.785685,-416.777405,-416.776461,-416.819695,30.365,-1550.646275026,-1558.78255672,-1567.079480718,-1448.858667645
gdb_20073,C1NC1C1COCO1,4.45108,1.58274,1.45337,2.5848,63.42,-0.2458,0.0709,0.3167,903.9672,0.144277,-400.961812,-400.954616,-400.953672,-400.993965,26.289,-1576.601302284,-1587.194281713,-1596.67782523,-1462.771169684
gdb_8744,NC(C#N)C(N)C#N,3.86292,1.36921,1.18949,0.9869,62.01,-0.2711,-0.0055,0.2656,986.0863,0.107621,-374.90461,-374.896047,-374.895102,-374.937708,30.214,-1368.24572396,-1375.314612845,-1383.018540838,-1274.65275661
gdb_19517,CNC1C2OC=NC12,3.73331,1.92013,1.77953,1.4476,63.4,-0.2114,0.0093,0.2208,808.4981,0.132342,-379.894299,-379.887307,-379.886363,-379.925562,26.231,-1522.307968586,-1532.140407107,-1541.030954619,-1414.552750615
gdb_1502,C#CC(=O)CCO,6.77844,1.31011,1.11294,1.4015,57.27,-0.2671,-0.0585,0.2086,982.9256,0.098667,-344.424745,-344.416715,-344.415771,-344.457536,27.189,-1292.724388301,-1299.2398142481,-1306.352001254,-1208.7862744251
gdb_131270,c1c(c(n[nH]1)OC=O)O,3.35042,1.16583,0.87848,4.1664,62.34,-0.2278,-0.0105,0.2173,1204.3097,0.089405,-489.90864,-489.900655,-489.899711,-489.941831,28.377,-1354.792558509,-1361.335594852,-1368.44652684,-1265.349935685
gdb_132931,FC1=COC(=N)C=C1F,3.11194,1.37349,0.95291,1.9222,62.98,-0.2241,-0.0574,0.1667,1080.9619,0.076258,-521.887261,-521.88022,-521.879276,-521.919038,26.508,-1296.861555138,-1303.109034742,-1309.626970725,-1213.699669895
gdb_79213,CC1C2C3OC1(C#C)C23,2.67748,1.67142,1.32417,1.7758,78.41,-0.237,0.0156,0.2526,1009.1377,0.134324,-384.58881,-384.580999,-384.580055,-384.620781,31.01,-1724.3137833391,-1734.5227272601,-1744.005643268,-1608.4919371731
gdb_117385,COCC(=O)NC1CC1,2.85409,0.8488,0.69653,3.3984,79.4,-0.2285,0.0379,0.2664,1669.0082,0.169224,-440.288003,-440.277738,-440.276794,-440.32745,35.453,-1877.0984196411,-1888.4318596901,-1899.693763713,-1745.3472575101
gdb_128313,CNc1n[nH]c(=O)n1C,3.35074,1.28651,0.94175,4.0913,71.27,-0.1983,0.049,0.2473,1212.3936,0.137111,-451.367906,-451.358635,-451.357691,-451.402047,32.619,-1618.101609999,-1627.391880744,-1636.874796752,-1502.409030687
gdb_77563,CC12NC1C(C)(O)C2O,2.41908,1.45316,1.31588,3.2301,74.77,-0.2371,0.0692,0.3063,1105.8168,0.169572,-440.251052,-440.241911,-440.240967,-440.284058,35.825,-1853.9113345821,-1865.9500947471,-1877.21199877,-1718.1183869821
gdb_9664,CCC1NC1(C)C=O,3.44591,1.32498,1.09472,2.2474,73.97,-0.2546,-0.0325,0.2221,1147.7683,0.163624,-365.061755,-365.052519,-365.051574,-365.095799,32.826,-1775.64966712,-1786.7402611861,-1797.409169204,-1649.891215939
gdb_121994,COCCC(O)CC=O,5.54855,0.52089,0.49636,3.0665,77.54,-0.245,-0.0222,0.2228,2187.5391,0.178506,-461.355956,-461.344767,-461.343823,-461.393949,37.929,-1931.6678572991,-1943.310031776,-1955.164931804,-1792.3708994431
gdb_8562,N=C1CN2CC(C2)O1,4.15233,2.08974,1.76322,2.8245,65.35,-0.2288,0.0199,0.2486,772.9295,0.133466,-379.894578,-379.888448,-379.887504,-379.924815,24.659,-1522.483043597,-1532.856394876,-1541.746942388,-1414.084001392
gdb_111754,CCC1C2CCC12CO,2.32302,1.16673,0.93233,1.574,85.98,-0.2452,0.0704,0.3156,1390.3007,0.205615,-388.262031,-388.252288,-388.251343,-388.296849,36.761,-2145.738160086,-2160.0660730831,-2173.106337612,-1991.5899467271
gdb_123208,COCCNCCC#N,5.78281,0.48305,0.46042,5.1159,82.33,-0.2363,0.0383,0.2746,2332.9223,0.181619,-420.401116,-420.390365,-420.389421,-420.438639,36.556,-1935.806906663,-1947.723930082,-1959.57883011,-1796.110853083
gdb_6470,CC1CC(C)(CO)C1,3.63631,1.2534,1.14746,1.5253,78.13,-0.2542,0.0679,0.3221,1169.9286,0.198982,-350.200217,-350.190833,-350.189889,-350.233907,35.421,-2010.7973697081,-2024.4613781831,-2036.909901725,-1865.068444602
gdb_11602,C1CC1CNC(=O)N,6.12173,0.9056,0.81774,3.6192,69.73,-0.2402,0.0604,0.3006,1382.9077,0.154546,-381.149345,-381.140592,-381.139648,-381.184028,31.692,-1682.009009086,-1692.513509746,-1702.590049268,-1563.028910123
gdb_99662,CCC(C#C)C1CCC1,2.46015,1.07583,0.79214,0.6164,92.02,-0.2556,0.0556,0.3112,1519.8307,0.204403,-351.119717,-351.109551,-351.108607,-351.155103,37.938,-2193.110697023,-2207.1738012221,-2220.21469326,-2039.5749324481
gdb_107488,COC12CC1CC21CN1,2.2124,1.73393,1.28576,1.0926,79.14,-0.2298,0.0786,0.3085,1080.3121,0.17071,-403.07411,-403.065514,-403.06457,-403.107098,33.068,-1879.5544898671,-1891.9358699461,-1903.197773969,-1744.006270777
gdb_71963,OC12CC3OC(C1)OC23,2.92756,1.92038,1.66647,2.118,65.6,-0.2607,0.0685,0.3292,859.9324,0.138115,-458.959255,-458.952768,-458.951824,-458.989706,27.336,-1683.4196493181,-1694.458160137,-1703.941076145,-1566.131942128
gdb_68114,OC12CC(C1)(C2)C1CC1,4.32292,1.00698,0.99631,1.4323,83.07,-0.2487,0.0814,0.3301,1287.1796,0.182839,-387.03125,-387.022892,-387.021948,-387.064246,33.483,-2001.2636254711,-2014.6835329451,-2026.538432973,-1859.3430524861
gdb_2072,C1CCNC(=O)C1,4.58293,2.48342,1.72112,3.8712,60.93,-0.2344,0.0337,0.2681,730.3506,0.140017,-325.831718,-325.825313,-325.824368,-325.86207,24.21,-1535.4900501491,-1545.690836453,-1554.581383965,-1429.912915917
gdb_13654,CC1CC1C#CC=O,5.41077,0.87817,0.80507,4.6247,80.24,-0.2582,-0.0545,0.2037,1393.094,0.128625,-346.576163,-346.567482,-346.566538,-346.610358,29.973,-1620.2257279641,-1628.9995588021,-1637.890106314,-1514.9265802191
gdb_99223,CNC(=[NH2+])CCC([O-])=O,4.4831,0.78357,0.69755,8.8928,74.55,-0.2329,0.0111,0.244,1598.4464,0.158752,-456.399823,-456.389867,-456.388923,-456.435793,34.938,-1798.6623046771,-1809.3004647541,-1819.969372772,-1671.10666772
gdb_102475,CCC(OC)C(=O)OC,2.24693,1.12071,0.88028,1.2909,76.46,-0.2499,0.0118,0.2618,1438.7976,0.179255,-461.388063,-461.376933,-461.375989,-461.425381,37.879,-1951.8152887621,-1963.4944862701,-1975.3493862981,-1812.0947623311
gdb_116511,C1CCCC(CC1)CO,2.59348,1.08905,0.83988,1.2942,88.52,-0.2623,0.0781,0.3404,1465.4272,0.231399,-389.506036,-389.496414,-389.49547,-389.54038,37.085,-2298.510873717,-2314.6918207911,-2328.918704839,-2130.6942593201
gdb_80697,CC12C(O)C1OC2C=O,2.33162,1.5709,1.36226,4.1322,68.93,-0.2381,-0.0413,0.1968,1030.5191,0.133343,-458.917959,-458.909291,-458.908347,-458.951237,31.925,-1657.5060376541,-1667.175951344,-1676.658867352,-1541.9922984071
gdb_104027,CCC1(C)CC2CC2C1,3.07101,1.11828,1.07014,0.1612,91.25,-0.2579,0.0791,0.337,1319.7972,0.230046,-352.364854,-352.355577,-352.354633,-352.398395,37.24,-2346.593750842,-2362.9918160301,-2377.218700078,-2178.5292703901
gdb_96875,CN=C1OC(C)CC=C1,3.20388,1.16401,0.88215,3.2228,88.3,-0.2331,-0.0305,0.2026,1358.0793,0.170623,-403.171321,-403.162162,-403.161217,-403.205496,33.911,-1940.555267266,-1952.583359778,-1963.844636292,-1805.751901359
gdb_92064,CC1OC2CC2OC1=O,2.86867,1.62808,1.13439,3.504,68.6,-0.2494,0.0035,0.2529,1061.8294,0.13563,-458.976015,-458.96816,-458.967216,-459.008492,29.979,-1693.9367001581,-1704.116778665,-1713.599694673,-1577.920326202
gdb_34124,N#CC12CC3C1CN3C2,3.52305,1.47484,1.37545,3.3149,76.84,-0.2448,0.0188,0.2636,970.8664,0.139345,-380.827503,-380.820968,-380.820024,-380.858322,26.872,-1713.220679237,-1724.2296971331,-1733.712613141,-1596.315752537
gdb_130418,[NH3+]CC1=NC(=N[N-]1)C#N,4.0358,1.02617,0.83194,7.1967,72.26,-0.2681,-0.0466,0.2215,1296.9581,0.103655,-429.070439,-429.062543,-429.061599,-429.103434,28.296,-1419.852691629,-1427.3401290171,-1435.04405701,-1323.445346414
gdb_43802,C1CC12C(=O)NC23CC3,2.44932,1.64072,1.16732,3.6103,77.75,-0.2379,0.0311,0.269,1086.6251,0.146975,-401.937599,-401.929221,-401.928276,-401.970628,32.044,-1794.235228682,-1804.976300235,-1815.051584739,-1672.083699233
gdb_102533,CCC(CO)C(O)C=O,2.06086,1.15983,0.80688,2.562,76.14,-0.2623,-0.028,0.2343,1451.7632,0.179594,-461.367535,-461.356803,-461.355859,-461.404147,38.247,-1938.9337840101,-1950.8627301,-1962.7176301281,-1798.7702362251
gdb_132210,c1(nc(=O)nc(o1)F)N,2.07497,1.98668,1.01503,7.0609,55.58,-0.2679,-0.0333,0.2345,1021.668,0.065742,-530.031972,-530.024601,-530.023657,-530.06437,26.239,-1187.020497251,-1192.171091123,-1198.096031101,-1110.230338394
gdb_97798,CCC#CC1CC1CO,3.43503,0.64575,0.57995,1.3284,90.48,-0.2284,0.0514,0.2799,1981.0535,0.180724,-387.050242,-387.039552,-387.038608,-387.08817,37.527,-2013.1812763991,-2025.1378328851,-2036.992732913,-1874.3555778021
gdb_73723,CC12COCC3OC1C23,2.69929,1.89175,1.39634,2.5757,74.39,-0.2258,0.0792,0.305,975.637,0.160437,-422.982696,-422.975308,-422.974363,-423.014052,29.836,-1834.462320636,-1846.713178843,-1857.381459352,-1704.627570991
gdb_25522,c1cncnc1OC=O,5.62509,1.00306,0.8529,2.2749,68.53,-0.2708,-0.0565,0.2143,1234.0203,0.090752,-452.821257,-452.814043,-452.813099,-452.854156,25.257,-1436.634792325,-1443.6622656161,-1450.7731976041,-1347.2649605451
gdb_46497,O=C1OCC2(CO2)C=C1,4.22868,1.22235,1.04459,5.0021,69.76,-0.2715,-0.0609,0.2106,1102.2581,0.113081,-457.778506,-457.771211,-457.770267,-457.81052,27.623,-1570.3406449911,-1579.09502305,-1587.391947048,-1467.4046961401
gdb_6917,CC1(C)CC1CC=O,4.56516,0.98238,0.93632,2.9717,77.05,-0.2423,-0.0179,0.2244,1308.5774,0.174323,-349.010284,-349.000891,-348.999947,-349.044785,33.855,-1891.9553227251,-1903.8365781311,-1915.099109663,-1760.10626919
gdb_67074,CC12C3CC1(NC23)C#N,2.65381,1.58938,1.34656,4.6368,77.27,-0.2456,0.0066,0.2522,1011.525,0.136994,-380.823255,-380.815565,-380.814621,-380.85528,29.797,-1710.5550210051,-1720.8392660061,-1730.322182014,-1594.4068701591
gdb_132475,FC1=CN=C(F)C(=N)O1,3.25617,1.40783,0.98288,2.4848,59.22,-0.2416,-0.0723,0.1693,1031.1614,0.064726,-537.947339,-537.940554,-537.93961,-537.978976,25.188,-1185.9568694961,-1191.4758111511,-1197.4007511291,-1109.08450696
gdb_79293,CC1C2C3OC1C(O)C23,2.61952,1.75852,1.49821,0.6993,72.84,-0.2281,0.0682,0.2962,969.7632,0.161256,-423.02059,-423.013231,-423.012287,-423.051932,30.143,-1858.2411466821,-1870.5102026501,-1881.1791106681,-1728.3976119111
gdb_58051,CC(O)C(C#C)C1CC1,1.70936,1.56655,0.95984,1.7483,84.49,-0.2527,0.054,0.3067,1313.0251,0.179627,-387.039388,-387.029053,-387.028109,-387.074594,38.459,-2006.370293713,-2018.549615894,-2030.404515922,-1865.836515618
